PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
904300150.0,50.0,RL,72.0,10632.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,5.0,3.0,1917.0,1950.0,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,BrkTil,Gd,Fa,No,Unf,0.0,Unf,0.0,689.0,689.0,GasA,Gd,N,SBrkr,725.0,499.0,0.0,1224.0,0.0,0.0,1.0,1.0,3.0,1.0,Po,6.0,Mod,0.0,Gd,Detchd,1917.0,Unf,1.0,180.0,Fa,Fa,N,0.0,0.0,248.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,1.0,2010.0,COD,Normal,107500.0
904302260.0,190.0,RL,60.0,9900.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,2fmCon,1.5Fin,5.0,4.0,1915.0,1950.0,Gable,CompShg,Wd Sdng,Wd Shng,BrkFace,0.0,Fa,Fa,BrkTil,TA,TA,No,Rec,1026.0,Unf,0.0,186.0,1212.0,GasA,TA,N,SBrkr,1212.0,180.0,0.0,1392.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,0.0,Gd,Attchd,1979.0,Unf,0.0,0.0,TA,TA,N,0.0,0.0,168.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,2.0,2010.0,ConLD,Normal,100000.0
904350045.0,50.0,RL,65.0,6001.0,Pave,Grvl,IR1,Bnk,AllPub,Inside,Mod,SWISU,Norm,Norm,1Fam,1.5Fin,6.0,5.0,1940.0,1950.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,TA,TA,CBlock,Fa,TA,No,LwQ,368.0,Unf,0.0,232.0,600.0,GasA,Ex,N,SBrkr,600.0,319.0,0.0,919.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,0.0,Gd,Detchd,1940.0,Unf,1.0,231.0,TA,TA,Y,0.0,0.0,45.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,3.0,2010.0,WD ,Normal,95000.0
904351040.0,70.0,C (all),68.0,6449.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2Story,4.0,1.0,1907.0,1950.0,Gambrel,CompShg,Wd Sdng,Stucco,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Rec,73.0,Unf,0.0,634.0,707.0,GasW,TA,N,SBrkr,942.0,942.0,0.0,1884.0,0.0,0.0,1.0,1.0,4.0,1.0,TA,7.0,Typ,0.0,Gd,Attchd,1979.0,Unf,0.0,0.0,TA,TA,N,0.0,0.0,239.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,3.0,2010.0,WD ,Abnorml,93369.0
904352190.0,190.0,RH,60.0,6048.0,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Artery,Norm,2fmCon,1.5Fin,5.0,7.0,1910.0,1950.0,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,Gd,BrkTil,TA,TA,Mn,LwQ,736.0,Unf,0.0,120.0,856.0,GasA,Gd,Y,SBrkr,936.0,744.0,0.0,1680.0,1.0,0.0,2.0,0.0,2.0,2.0,TA,7.0,Typ,1.0,Gd,Detchd,1910.0,Unf,2.0,450.0,TA,Fa,P,56.0,144.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2010.0,COD,Normal,114900.0
905101100.0,50.0,RL,54.0,6342.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1.5Fin,5.0,8.0,1875.0,1996.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,780.0,780.0,GasA,Gd,N,SBrkr,780.0,240.0,0.0,1020.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,6.0,Typ,0.0,Gd,Attchd,1979.0,Unf,0.0,0.0,TA,TA,N,0.0,0.0,176.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,5.0,2010.0,WD ,Normal,94000.0
905101300.0,90.0,RL,72.0,10773.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4.0,3.0,1967.0,1967.0,Gable,Tar&Grv,Plywood,Plywood,BrkFace,72.0,Fa,Fa,CBlock,TA,TA,No,ALQ,704.0,Unf,0.0,1128.0,1832.0,GasA,TA,N,SBrkr,1832.0,0.0,0.0,1832.0,2.0,0.0,2.0,0.0,4.0,2.0,TA,8.0,Typ,0.0,Gd,Attchd,1979.0,Unf,0.0,0.0,TA,TA,Y,0.0,58.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,5.0,2010.0,WD ,Normal,136000.0
905101310.0,90.0,RL,72.0,10778.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4.0,5.0,1968.0,1968.0,Hip,CompShg,HdBoard,HdBoard,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1768.0,1768.0,GasA,TA,N,SBrkr,1768.0,0.0,0.0,1768.0,0.0,0.0,2.0,0.0,4.0,2.0,TA,8.0,Typ,0.0,Gd,Attchd,1979.0,Unf,0.0,0.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,4.0,2010.0,WD ,Normal,136500.0
905102060.0,190.0,RL,75.0,11625.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,2fmCon,1Story,5.0,4.0,1965.0,1965.0,Hip,CompShg,Plywood,HdBoard,BrkFace,0.0,TA,TA,PConc,TA,TA,Mn,BLQ,841.0,Unf,0.0,198.0,1039.0,GasA,Ex,Y,SBrkr,1039.0,0.0,0.0,1039.0,1.0,0.0,1.0,1.0,3.0,1.0,TA,6.0,Typ,0.0,Gd,Attchd,1965.0,Unf,2.0,504.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,4.0,2010.0,WD ,Normal,131500.0
905103060.0,20.0,RL,68.0,11341.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5.0,6.0,1957.0,1996.0,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,180.0,TA,TA,CBlock,Gd,TA,No,ALQ,1302.0,Unf,0.0,90.0,1392.0,GasA,TA,Y,SBrkr,1392.0,0.0,0.0,1392.0,1.0,0.0,1.0,1.0,3.0,1.0,TA,5.0,Mod,1.0,Gd,Detchd,1957.0,Unf,2.0,528.0,TA,TA,Y,0.0,0.0,0.0,0.0,95.0,0.0,Ex,MnPrv,Shed,0.0,5.0,2010.0,WD ,Normal,121500.0
905104210.0,20.0,RL,70.0,8521.0,Pave,Grvl,Reg,Lvl,AllPub,FR2,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5.0,5.0,1967.0,1967.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,ALQ,842.0,Unf,0.0,70.0,912.0,GasA,TA,Y,SBrkr,912.0,0.0,0.0,912.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,1.0,Fa,Detchd,1974.0,Unf,1.0,336.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,5.0,2010.0,WD ,Normal,125000.0
905105070.0,20.0,RL,68.0,8246.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5.0,8.0,1968.0,2001.0,Gable,CompShg,Plywood,Plywood,BrkFace,0.0,TA,Gd,CBlock,TA,TA,Mn,Rec,188.0,ALQ,668.0,204.0,1060.0,GasA,Ex,Y,SBrkr,1060.0,0.0,0.0,1060.0,1.0,0.0,1.0,0.0,3.0,1.0,Gd,6.0,Typ,1.0,TA,Attchd,1968.0,Unf,1.0,270.0,TA,TA,Y,406.0,90.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,5.0,2010.0,WD ,Normal,154000.0
905105200.0,20.0,RL,65.0,7800.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5.0,7.0,1966.0,2008.0,Hip,CompShg,HdBoard,HdBoard,BrkFace,47.0,TA,TA,CBlock,TA,TA,Mn,BLQ,240.0,Rec,474.0,150.0,864.0,GasA,Ex,Y,SBrkr,892.0,0.0,0.0,892.0,1.0,0.0,1.0,0.0,3.0,1.0,Gd,5.0,Typ,0.0,Gd,Detchd,1966.0,Unf,1.0,416.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2010.0,WD ,Normal,137900.0
905106140.0,60.0,RL,80.0,9364.0,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6.0,7.0,1969.0,1969.0,Gable,CompShg,HdBoard,HdBoard,Stone,143.0,TA,TA,CBlock,TA,TA,No,ALQ,371.0,Unf,0.0,292.0,663.0,GasA,TA,Y,SBrkr,663.0,689.0,0.0,1352.0,0.0,0.0,1.0,1.0,4.0,1.0,TA,7.0,Typ,0.0,Gd,Attchd,1969.0,Fin,1.0,299.0,TA,TA,Y,379.0,36.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,3.0,2010.0,WD ,Normal,158000.0
905106170.0,20.0,RL,65.0,7832.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5.0,5.0,1968.0,1968.0,Hip,CompShg,HdBoard,HdBoard,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,GLQ,775.0,Unf,0.0,89.0,864.0,GasA,Ex,Y,SBrkr,864.0,0.0,0.0,864.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,4.0,Typ,0.0,Gd,Detchd,1969.0,Unf,1.0,280.0,TA,TA,Y,226.0,0.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,5.0,2010.0,WD ,Normal,137250.0
905107110.0,90.0,RL,68.0,7424.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,SFoyer,5.0,5.0,1978.0,1978.0,Gable,CompShg,Plywood,Plywood,BrkFace,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,1319.0,Unf,0.0,0.0,1319.0,GasA,TA,Y,SBrkr,1373.0,0.0,0.0,1373.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,2.0,TA,Attchd,1978.0,Fin,2.0,591.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,5.0,2010.0,WD ,Normal,160250.0
905107250.0,60.0,RL,86.0,11227.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,5.0,5.0,1968.0,1968.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.0,TA,Gd,CBlock,TA,Gd,No,Rec,267.0,ALQ,453.0,0.0,720.0,GasA,Ex,Y,SBrkr,720.0,720.0,0.0,1440.0,0.0,0.0,1.0,1.0,4.0,1.0,TA,7.0,Typ,2.0,TA,Attchd,1968.0,Unf,2.0,480.0,TA,TA,Y,192.0,38.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,3.0,2010.0,WD ,Normal,163000.0
905107320.0,60.0,RL,68.0,11616.0,Pave,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6.0,5.0,1978.0,1978.0,Hip,CompShg,HdBoard,HdBoard,BrkCmn,328.0,TA,TA,CBlock,TA,TA,Mn,Rec,438.0,Unf,0.0,234.0,672.0,GasA,TA,Y,SBrkr,672.0,714.0,0.0,1386.0,0.0,0.0,2.0,1.0,3.0,1.0,TA,6.0,Typ,1.0,TA,Attchd,1978.0,Fin,2.0,440.0,TA,TA,Y,335.0,0.0,0.0,0.0,0.0,0.0,Ex,GdPrv,Shed,0.0,4.0,2010.0,WD ,Abnorml,158900.0
905109130.0,60.0,RL,80.0,14000.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,2Story,7.0,5.0,1996.0,1997.0,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1201.0,Unf,0.0,105.0,1306.0,GasA,Ex,Y,SBrkr,1306.0,954.0,0.0,2260.0,1.0,0.0,2.0,1.0,3.0,1.0,Gd,7.0,Typ,0.0,Gd,Attchd,1996.0,RFn,2.0,533.0,TA,TA,Y,296.0,44.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,4.0,2010.0,WD ,Normal,328000.0
905109170.0,20.0,RL,68.0,20062.0,Pave,Grvl,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,7.0,7.0,1977.0,2001.0,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,Gd,Gd,CBlock,Gd,TA,Gd,ALQ,1092.0,Unf,0.0,328.0,1420.0,GasA,Gd,Y,SBrkr,1483.0,0.0,0.0,1483.0,1.0,0.0,1.0,1.0,1.0,1.0,TA,4.0,Typ,2.0,TA,Attchd,1977.0,RFn,2.0,690.0,TA,TA,Y,496.0,0.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,4.0,2010.0,WD ,Normal,270000.0
905201030.0,30.0,RL,94.0,9259.0,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4.0,4.0,1927.0,1950.0,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,660.0,660.0,GasA,TA,N,SBrkr,756.0,0.0,0.0,756.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,4.0,Typ,0.0,Gd,Detchd,1945.0,Unf,2.0,440.0,TA,TA,N,80.0,0.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2010.0,WD ,Normal,85000.0
905202090.0,20.0,RL,60.0,9600.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,4.0,7.0,1950.0,1995.0,Gable,CompShg,VinylSd,HdBoard,BrkFace,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,442.0,Unf,0.0,625.0,1067.0,GasA,TA,Y,SBrkr,1067.0,0.0,0.0,1067.0,0.0,0.0,2.0,0.0,2.0,1.0,Gd,4.0,Min2,0.0,Gd,Attchd,1996.0,Unf,2.0,436.0,TA,TA,Y,290.0,0.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,2.0,2010.0,WD ,Normal,128000.0
905325030.0,40.0,RL,68.0,23595.0,Pave,Grvl,Reg,Low,AllPub,Inside,Sev,ClearCr,Norm,Norm,1Fam,1Story,7.0,6.0,1979.0,1979.0,Shed,WdShake,Plywood,Plywood,BrkFace,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1258.0,Unf,0.0,74.0,1332.0,GasA,TA,Y,SBrkr,1332.0,192.0,0.0,1524.0,2.0,0.0,0.0,1.0,0.0,1.0,Gd,4.0,Typ,1.0,TA,Attchd,1979.0,Fin,2.0,586.0,TA,TA,Y,268.0,0.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,4.0,2010.0,WD ,Normal,260000.0
905352140.0,60.0,RL,68.0,17082.0,Pave,Grvl,IR1,Low,AllPub,CulDSac,Mod,ClearCr,Norm,Norm,1Fam,2Story,6.0,5.0,1978.0,1992.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,288.0,TA,TA,PConc,Gd,TA,Av,ALQ,964.0,Unf,0.0,153.0,1117.0,GasA,Ex,Y,SBrkr,1117.0,864.0,0.0,1981.0,1.0,0.0,2.0,1.0,4.0,1.0,Gd,8.0,Typ,1.0,TA,Attchd,1978.0,Fin,2.0,522.0,TA,TA,Y,336.0,104.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,5.0,2010.0,WD ,Normal,230000.0
905378040.0,50.0,RL,124.0,18600.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,3.0,4.0,1938.0,1990.0,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,CBlock,TA,TA,Mn,BLQ,288.0,LwQ,684.0,0.0,972.0,GasA,TA,Y,FuseA,1052.0,558.0,0.0,1610.0,0.0,1.0,2.0,0.0,4.0,1.0,Fa,8.0,Typ,1.0,Gd,Attchd,1938.0,RFn,1.0,480.0,TA,TA,Y,0.0,0.0,60.0,0.0,0.0,0.0,Ex,MnPrv,Shed,450.0,6.0,2010.0,WD ,Normal,124000.0
905426060.0,30.0,RL,85.0,10625.0,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5.0,5.0,1920.0,1950.0,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,108.0,Unf,0.0,350.0,458.0,GasA,Fa,N,SBrkr,835.0,0.0,0.0,835.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,Typ,0.0,Gd,Basment,1920.0,Unf,1.0,366.0,Fa,TA,Y,0.0,0.0,77.0,0.0,0.0,0.0,Ex,MnPrv,Shed,400.0,5.0,2010.0,COD,Abnorml,83000.0
905426200.0,20.0,RL,65.0,11479.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,6.0,7.0,1950.0,1987.0,Gable,CompShg,Wd Sdng,Plywood,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,GLQ,104.0,Rec,387.0,172.0,663.0,GasA,Ex,Y,SBrkr,1074.0,0.0,0.0,1074.0,1.0,0.0,1.0,0.0,3.0,1.0,Gd,6.0,Typ,1.0,TA,Attchd,1987.0,Unf,1.0,467.0,TA,TA,Y,0.0,52.0,52.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2010.0,WD ,Normal,144500.0
905451320.0,20.0,RL,68.0,9571.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5.0,6.0,1956.0,1956.0,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,739.0,Unf,0.0,405.0,1144.0,GasA,TA,Y,SBrkr,1144.0,0.0,0.0,1144.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,0.0,Gd,Attchd,1956.0,Unf,1.0,596.0,TA,TA,Y,44.0,0.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2010.0,WD ,Normal,129000.0
905452110.0,50.0,RL,50.0,9350.0,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4.0,6.0,1947.0,1979.0,Gable,CompShg,WdShing,Wd Shng,BrkFace,0.0,TA,TA,CBlock,TA,Fa,No,LwQ,192.0,Unf,0.0,564.0,756.0,GasA,Ex,Y,SBrkr,1169.0,0.0,362.0,1531.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,8.0,Typ,1.0,TA,Detchd,1947.0,Unf,1.0,209.0,Fa,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2010.0,WD ,Normal,127000.0
905452160.0,20.0,RL,75.0,9525.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5.0,7.0,1954.0,1998.0,Gable,CompShg,WdShing,Wd Shng,BrkFace,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,954.0,Unf,0.0,218.0,1172.0,GasA,TA,Y,SBrkr,1172.0,0.0,0.0,1172.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,0.0,Gd,Attchd,1954.0,Fin,1.0,366.0,TA,TA,Y,240.0,0.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2010.0,WD ,Normal,128000.0
905453040.0,20.0,RL,83.0,10420.0,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6.0,5.0,2009.0,2009.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,36.0,Unf,0.0,1176.0,1212.0,GasA,Ex,Y,SBrkr,1212.0,0.0,0.0,1212.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,Typ,0.0,Gd,Attchd,2009.0,RFn,2.0,460.0,TA,TA,Y,100.0,22.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,3.0,2010.0,WD ,Normal,186000.0
905453080.0,20.0,RL,44.0,17485.0,Pave,Grvl,IR2,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,7.0,5.0,2009.0,2010.0,Gable,CompShg,VinylSd,VinylSd,Stone,96.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1346.0,Unf,0.0,162.0,1508.0,GasA,Ex,Y,SBrkr,1508.0,0.0,0.0,1508.0,1.0,0.0,1.0,0.0,1.0,1.0,Gd,5.0,Typ,2.0,TA,Attchd,2009.0,RFn,2.0,572.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,1.0,2010.0,Con,Partial,308030.0
905475510.0,20.0,RL,68.0,11200.0,Pave,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,5.0,3.0,1964.0,1964.0,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,Fa,CBlock,TA,TA,Mn,Unf,0.0,Unf,0.0,1250.0,1250.0,GasA,Ex,Y,SBrkr,1298.0,0.0,0.0,1298.0,0.0,0.0,2.0,0.0,3.0,1.0,TA,5.0,Typ,0.0,Gd,Detchd,1964.0,Unf,2.0,504.0,TA,Fa,N,0.0,144.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2010.0,COD,Normal,114000.0
905478190.0,20.0,RL,60.0,11100.0,Pave,Grvl,Reg,Low,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4.0,7.0,1946.0,2006.0,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,GLQ,0.0,Unf,0.0,0.0,0.0,GasA,Ex,Y,SBrkr,930.0,0.0,0.0,930.0,0.0,0.0,1.0,0.0,2.0,1.0,Gd,6.0,Typ,0.0,Gd,Detchd,1946.0,Unf,1.0,308.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,4.0,2010.0,WD ,Abnorml,84900.0
906201030.0,60.0,RL,77.0,9206.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6.0,5.0,1985.0,1985.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,336.0,Gd,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,741.0,741.0,GasA,TA,Y,SBrkr,977.0,755.0,0.0,1732.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,7.0,Typ,1.0,TA,Attchd,1985.0,Fin,2.0,476.0,TA,TA,Y,192.0,46.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2010.0,WD ,Normal,178000.0
906201120.0,20.0,RL,83.0,11980.0,Pave,Grvl,Reg,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,1Story,7.0,5.0,1987.0,1987.0,Gable,CompShg,Plywood,Plywood,BrkFace,177.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,1433.0,Unf,0.0,0.0,1433.0,GasA,Ex,Y,SBrkr,1433.0,0.0,0.0,1433.0,1.0,0.0,1.0,1.0,1.0,1.0,Gd,4.0,Typ,2.0,TA,Attchd,1987.0,RFn,2.0,528.0,Gd,Gd,Y,0.0,278.0,0.0,0.0,266.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2010.0,WD ,Normal,270000.0
906204230.0,60.0,RL,87.0,12361.0,Pave,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6.0,7.0,1993.0,1993.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,85.0,Gd,Gd,PConc,Gd,TA,No,GLQ,860.0,Unf,0.0,86.0,946.0,GasA,Ex,Y,SBrkr,964.0,838.0,0.0,1802.0,0.0,1.0,2.0,1.0,3.0,1.0,Gd,8.0,Typ,1.0,Gd,2Types,2000.0,RFn,4.0,1017.0,TA,TA,Y,450.0,92.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,5.0,2010.0,WD ,Normal,218000.0
906223090.0,60.0,RL,80.0,9938.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7.0,5.0,1993.0,1994.0,Gable,CompShg,MetalSd,MetalSd,BrkFace,246.0,Gd,TA,PConc,Gd,TA,No,GLQ,750.0,Unf,0.0,300.0,1050.0,GasA,Ex,Y,SBrkr,1062.0,887.0,0.0,1949.0,1.0,0.0,2.0,1.0,3.0,1.0,Gd,8.0,Typ,1.0,TA,Attchd,1993.0,Fin,2.0,574.0,TA,TA,Y,156.0,90.0,0.0,0.0,0.0,0.0,Ex,GdPrv,Shed,0.0,6.0,2010.0,WD ,Normal,236000.0
